 id,prompt,answer,family,rule_name,source,cot,has_cot
c51cfc80,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gejmaeo rjgmaev yejo mjte -> teacher watches near cave
cysqag veev syvsie lkoevg -> knight sees inside forest
cysqag sujqsyev gaokpqa mjte -> knight imagines through cave
Now, decrypt the following text: iojqky majvev gae mheteo vgkof",dragon chases the clever story,text_decryption,official_train,official_train,"",false
c51de6da,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.08s, distance = 162.92 m
For t = 1.59s, distance = 24.74 m
For t = 1.41s, distance = 19.46 m
Now, determine the falling distance for t = 1.54s given d = 0.5*g*t^2.",23.21,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=4.08s, d=162.92 m: g = 2*162.92/4.08^2 = 19.57. Apply to t=1.54s: d = 0.5*19.57*1.54^2 = 23.21.",true
c5326116,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
27 -> XXVII
33 -> XXXIII
67 -> LXVII
95 -> XCV
81 -> LXXXI
Now, write the number 69 in the Wonderland numeral system.",LXIX,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 69 greedily: 50->L, 10->X, 9->IX, concatenating to LXIX.",true
c536c44c,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00111000 -> 11100011
10011001 -> 11111101
11111011 -> 11111111
11001011 -> 10111100
11011111 -> 11111101
11001101 -> 11111100
11111100 -> 11111111
00100000 -> 10000010

Now, determine the output for: 01010000",01000101,bit_manipulation,official_train,official_train,"",false
c539bcca,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
94 -> XCIV
59 -> LIX
80 -> LXXX
7 -> VII
Now, write the number 46 in the Wonderland numeral system.",XLVI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 46 greedily: 40->XL, 5->V, 1->I, concatenating to XLVI.",true
c540010b,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.98s, distance = 16.3 m
For t = 4.41s, distance = 80.85 m
For t = 4.83s, distance = 96.98 m
For t = 4.43s, distance = 81.58 m
For t = 1.68s, distance = 11.73 m
Now, determine the falling distance for t = 3.07s given d = 0.5*g*t^2.",39.18,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=1.98s, d=16.3 m: g = 2*16.3/1.98^2 = 8.31. Apply to t=3.07s: d = 0.5*8.31*3.07^2 = 39.16.",true
c541eb82,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
68-93 = 74
39-26 = 13
93-46 = -52
81-67 = -85
Now, determine the result for: 47-48",-01,equation_symbol_transformation,official_train,official_train,"",false
c5452dd7,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.69s, distance = 15.37 m
For t = 4.53s, distance = 110.42 m
For t = 2.42s, distance = 31.51 m
For t = 1.17s, distance = 7.37 m
Now, determine the falling distance for t = 1.84s given d = 0.5*g*t^2.",18.22,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=1.69s, d=15.37 m: g = 2*15.37/1.69^2 = 10.76. Apply to t=1.84s: d = 0.5*10.76*1.84^2 = 18.21.",true
c546a072,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nuv tuvnols mljdqk rugklq -> cat watches beyond garden
xhqr wdcqk vol mghrov elssurl -> king found the bright message
vlunolg tghvls qlug tdqklgfuqk -> teacher writes near wonderland
nuv kguts vol mghrov vgluscgl -> cat draws the bright treasure
vol slnglv ufhnl kguts -> the secret alice draws
Now, decrypt the following text: svcklqv gluks vol ohkklq pcbbfl",student reads the hidden puzzle,text_decryption,official_train,official_train,"",false
c54765cd,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010111 -> 10111111
00110100 -> 10100011
11100110 -> 00111111
10011000 -> 11001101
00111110 -> 11110011
01011011 -> 11011111
10011100 -> 11101101
01000101 -> 00101110

Now, determine the output for: 11000010",00011110,bit_manipulation,official_train,official_train,"",false
c54d890e,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11101110 -> 01111001
00110100 -> 10100010
11011001 -> 11000011
10110001 -> 10000110
11000001 -> 00000010
11101100 -> 01101001
11000111 -> 00110010

Now, determine the output for: 11011011",11010011,bit_manipulation,official_train,official_train,"",false
c552685b,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.48s, distance = 58.52 m
For t = 2.66s, distance = 67.33 m
For t = 4.92s, distance = 230.33 m
For t = 4.44s, distance = 187.58 m
Now, determine the falling distance for t = 4.36s given d = 0.5*g*t^2.",180.88,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=2.48s, d=58.52 m: g = 2*58.52/2.48^2 = 19.03. Apply to t=4.36s: d = 0.5*19.03*4.36^2 = 180.88.",true
c553fca8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
48.79 m becomes 50.11
20.97 m becomes 21.54
28.67 m becomes 29.44
Now, convert the following measurement: 16.96 m",17.42,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '48.79 m becomes 50.11': factor = 50.11/48.79 = 1.027. Apply to 16.96 m: 16.96*1.027 = 17.42.,true
c55729f0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
33 -> XXXIII
26 -> XXVI
51 -> LI
64 -> LXIV
Now, write the number 32 in the Wonderland numeral system.",XXXII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 32 greedily: 10->X, 10->X, 10->X, 1->I, 1->I, concatenating to XXXII.",true
c5582800,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.44s, distance = 124.43 m
For t = 4.54s, distance = 130.1 m
For t = 1.22s, distance = 9.39 m
For t = 2.45s, distance = 37.89 m
Now, determine the falling distance for t = 4.9s given d = 0.5*g*t^2.",151.55,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=4.44s, d=124.43 m: g = 2*124.43/4.44^2 = 12.62. Apply to t=4.9s: d = 0.5*12.62*4.9^2 = 151.50.",true
c561264c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
54-34 = 2
42-01 = 41
86-52 = 34
93-35 = -41
46*72 = 7246
Now, determine the result for: 79+02",0279,equation_symbol_transformation,official_train,official_train,"",false
c56141ff,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
70 -> LXX
5 -> V
60 -> LX
31 -> XXXI
Now, write the number 12 in the Wonderland numeral system.",XII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 12 greedily: 10->X, 1->I, 1->I, concatenating to XII.",true
c564145e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
iwcnhdw ytxwhi wjh yxih nvvt -> student writes the wise door
ntlevd fvcdn wjh ixzght sla -> dragon found the silver map
wjh ixzght lzxph nthlsi -> the silver alice dreams
Now, decrypt the following text: mxde ytxwhi fvthiw",king writes forest,text_decryption,official_train,official_train,"",false
c5842a35,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
22 -> XXII
39 -> XXXIX
55 -> LV
Now, write the number 16 in the Wonderland numeral system.",XVI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 16 greedily: 10->X, 5->V, 1->I, concatenating to XVI.",true
c58451f9,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010000 -> 00101000
00110011 -> 11010101
00010111 -> 01010111
11111001 -> 10011000
01101011 -> 10011001
10110111 -> 10000111
01010111 -> 01110111

Now, determine the output for: 01101000",10010100,bit_manipulation,official_train,official_train,"",false
c5872355,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10001011 -> 10010010
11010101 -> 01100101
00011101 -> 11010111
00000101 -> 01010001
01111101 -> 11001111
10010110 -> 01000101
00101110 -> 11101011
00000000 -> 00000000
10111111 -> 11011111
01011000 -> 10010110

Now, determine the output for: 11100110",01011001,bit_manipulation,official_train,official_train,"",false
c5955a0a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
$:-[[ = (&
:?-)[ = $
$(-&$ = &$
Now, determine the result for: &:-&|",@',equation_symbol_transformation,official_train,official_train,"",false
c59bb31a,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
87 -> LXXXVII
5 -> V
25 -> XXV
69 -> LXIX
87 -> LXXXVII
Now, write the number 44 in the Wonderland numeral system.",XLIV,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 44 greedily: 40->XL, 4->IV, concatenating to XLIV.",true
c5ac66d3,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gozzxy xfopxuvn yev cjvtvg nywga -> rabbit imagines the clever story
kxmogi nvvn fvnnopv -> wizard sees message
nyrivuy cgvoyvn yev cwjwgdrj hrmmjv -> student creates the colorful puzzle
Now, decrypt the following text: luxpey dwjjwkn yev fanyvgxwrn fvnnopv",knight follows the mysterious message,text_decryption,official_train,official_train,"",false
c5b058d6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
72)27 = 99
26#48 = 22
42#45 = 3
24#14 = 10
Now, determine the result for: 94)40",134,equation_symbol_transformation,official_train,official_train,"",false
c5bd62f6,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
58 -> LVIII
47 -> XLVII
77 -> LXXVII
Now, write the number 11 in the Wonderland numeral system.",XI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 11 greedily: 10->X, 1->I, concatenating to XI.",true
c5bea6cd,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.5s, distance = 57.68 m
For t = 3.04s, distance = 85.29 m
For t = 4.49s, distance = 186.05 m
For t = 2.55s, distance = 60.01 m
For t = 2.98s, distance = 81.95 m
Now, determine the falling distance for t = 3.5s given d = 0.5*g*t^2.",113.05,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=2.5s, d=57.68 m: g = 2*57.68/2.5^2 = 18.46. Apply to t=3.5s: d = 0.5*18.46*3.5^2 = 113.07.",true
c5bf415c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
|>+<< = <^[
|<*^^ = |>>
[`+%[ = >%
<@+<: = >^[
`%*<` = <`><
Now, determine the result for: `<+^@",>:[,equation_symbol_transformation,official_train,official_train,"",false
c5c16455,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.29s, distance = 8.51 m
For t = 4.17s, distance = 88.91 m
For t = 4.26s, distance = 92.79 m
For t = 4.99s, distance = 127.32 m
Now, determine the falling distance for t = 3.78s given d = 0.5*g*t^2.",73.06,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=1.29s, d=8.51 m: g = 2*8.51/1.29^2 = 10.23. Apply to t=3.78s: d = 0.5*10.23*3.78^2 = 73.09.",true
c5ce7236,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01011100 -> 00110111
10101010 -> 00101011
01100111 -> 10111101
01101000 -> 10011110
11111110 -> 11111111
00111010 -> 01101111
00011111 -> 10111111
01001101 -> 01010011
01000111 -> 01111101
01101110 -> 10011011

Now, determine the output for: 01100001",10111000,bit_manipulation,official_train,official_train,"",false
c5dd2a9b,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10100001 -> 00000000
11000000 -> 00000000
10101010 -> 10101010
00111000 -> 00000000
10101001 -> 00100010
11110110 -> 10011001
01110000 -> 00000000

Now, determine the output for: 10011100",00100010,bit_manipulation,official_train,official_train,"",false
c5ed7cac,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lhbi kgcua fsg pcihzcm pgaacig -> king reads the magical message
xkhbzgaa ncfzsga agzkgf -> princess watches secret
lhbi ukgcpa fsg pvafgkhrea ickugb -> king dreams the mysterious garden
ukcirb kgcua afrkv -> dragon reads story
Now, decrypt the following text: afeugbf ukcna agzkgf",student draws secret,text_decryption,official_train,official_train,This is a letter-substitution cipher. Recover each ciphertext letter from the examples: 'a' decrypts to 's' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'f' decrypts to 't' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'e' decrypts to 'u' (seen in 'lhbi ukgcpa fsg pvafgkhrea ickugb' -> 'king dreams the mysterious garden'). 'u' decrypts to 'd' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'g' decrypts to 'e' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'b' decrypts to 'n' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'k' decrypts to 'r' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'c' decrypts to 'a' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). 'n' decrypts to 'w' (seen in 'xkhbzgaa ncfzsga agzkgf' -> 'princess watches secret'). 'z' decrypts to 'c' (seen in 'lhbi kgcua fsg pcihzcm pgaacig' -> 'king reads the magical message'). Decrypting 'afeugbf ukcna agzkgf' letter by letter gives 'student draws secret'.,true
c5f9313f,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
62 -> LXII
21 -> XXI
41 -> XLI
4 -> IV
94 -> XCIV
Now, write the number 72 in the Wonderland numeral system.",LXXII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 72 greedily: 50->L, 10->X, 10->X, 1->I, 1->I, concatenating to LXXII.",true
c601d300,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.62s, distance = 110.56 m
For t = 4.94s, distance = 205.89 m
For t = 2.22s, distance = 41.58 m
Now, determine the falling distance for t = 2.45s given d = 0.5*g*t^2.",50.64,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=3.62s, d=110.56 m: g = 2*110.56/3.62^2 = 16.87. Apply to t=2.45s: d = 0.5*16.87*2.45^2 = 50.63.",true
c60481e7,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10000111 -> 11100011
00011101 -> 01000111
01110100 -> 00011101
00001000 -> 00000010
00110110 -> 10001101
10001001 -> 01100010
00111011 -> 11001110
11011011 -> 11110111
11001111 -> 11110011

Now, determine the output for: 01100001",01011001,bit_manipulation,official_train,official_train,"",false
c60e0b5e,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
55 -> LV
44 -> XLIV
27 -> XXVII
79 -> LXXIX
Now, write the number 99 in the Wonderland numeral system.",XCIX,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 99 greedily: 90->XC, 9->IX, concatenating to XCIX.",true
c610fa83,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
8 -> VIII
9 -> IX
32 -> XXXII
Now, write the number 78 in the Wonderland numeral system.",LXXVIII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 78 greedily: 50->L, 10->X, 10->X, 5->V, 1->I, 1->I, 1->I, concatenating to LXXVIII.",true
c613082a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
24-35 = -11
19+49 = 481
82+02 = 74
09-63 = 45
Now, determine the result for: 78-47",31,equation_symbol_transformation,official_train,official_train,"",false
c62359ea,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10011100 -> 10000010
00011101 -> 10100000
10011001 -> 00100010
01101011 -> 01100001
00000011 -> 01100000
11111110 -> 11000011
10110101 -> 10100010
10110111 -> 11100010
10001011 -> 01100010

Now, determine the output for: 00010010",01000000,bit_manipulation,official_train,official_train,"",false
c625ba91,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010011 -> 11111111
11010111 -> 11111111
01110101 -> 11111111
00000000 -> 11111111
11110110 -> 11111111
00001000 -> 11111111
10010001 -> 11111111
11010000 -> 11111111
01110100 -> 11111111
11100111 -> 11111111

Now, determine the output for: 10100000",11111111,bit_manipulation,official_train,official_train,"",false
c628614c,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
62 -> LXII
14 -> XIV
31 -> XXXI
49 -> XLIX
Now, write the number 26 in the Wonderland numeral system.",XXVI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 26 greedily: 10->X, 10->X, 5->V, 1->I, concatenating to XXVI.",true
c628dd06,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10111011 -> 00111011
10010000 -> 00001001
00000010 -> 00000000
11100110 -> 01001110
11100001 -> 00001110
11000010 -> 00001100
00100010 -> 00000010
10101111 -> 01011010
10011111 -> 00111001
10000010 -> 00001000

Now, determine the output for: 01101011",10010110,bit_manipulation,official_train,official_train,"",false
c62e9b7d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
bskkyc jcysvw kby hxyayc kcyswmcy -> hatter dreams the clever treasure
vomwy iskhbyw hcdwksx -> mouse watches crystal
cszzlk jcysvw kcyswmcy -> rabbit dreams treasure
kby zclebk kyshbyc lvselpyw -> the bright teacher imagines
Now, decrypt the following text: ulpe jlwhoaycw kby wyhcyk uyd",king discovers the secret key,text_decryption,official_train,official_train,"",false
c6357a21,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kef iwpjfwk kfipefx hffh -> the ancient teacher sees
pik peihfh rqkjqw -> cat chases potion
kfipefx sxjkfh kef hjdtfx hkqxu -> teacher writes the silver story
sjaixb peihfh kexqvoe kqsfx -> wizard chases through tower
Now, decrypt the following text: bxioqw lqddqsh kef pvxjqvh cfhhiof",dragon follows the curious message,text_decryption,official_train,official_train,"",false
c6359bdd,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
95 -> XCV
7 -> VII
69 -> LXIX
Now, write the number 6 in the Wonderland numeral system.",VI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 6 greedily: 5->V, 1->I, concatenating to VI.",true
c6382a0a,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.42s, distance = 42.96 m
For t = 1.73s, distance = 21.96 m
For t = 1.69s, distance = 20.95 m
For t = 2.86s, distance = 60.01 m
For t = 2.8s, distance = 57.51 m
Now, determine the falling distance for t = 2.4s given d = 0.5*g*t^2.",42.26,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=2.42s, d=42.96 m: g = 2*42.96/2.42^2 = 14.67. Apply to t=2.4s: d = 0.5*14.67*2.4^2 = 42.25.",true
c63d55a7,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
coxi ajvioga lcutg oarldi -> bird studies above island
pxodsgaa ixlfa zuxgaj -> princess draws forest
ixleud zuvdi jqg svxouva pvhhrg -> dragon found the curious puzzle
jqg ykajgxouva nvggd xglia -> the mysterious queen reads
Now, decrypt the following text: mode oyleodga vdigx slajrg",king imagines under castle,text_decryption,official_train,official_train,"",false
c640593b,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
12 -> XII
44 -> XLIV
32 -> XXXII
56 -> LVI
Now, write the number 18 in the Wonderland numeral system.",XVIII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 18 greedily: 10->X, 5->V, 1->I, 1->I, 1->I, concatenating to XVIII.",true
c644a425,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.43s, distance = 9.42 m
For t = 4.3s, distance = 85.16 m
For t = 2.35s, distance = 25.43 m
For t = 1.36s, distance = 8.52 m
Now, determine the falling distance for t = 2.73s given d = 0.5*g*t^2.",34.33,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=1.43s, d=9.42 m: g = 2*9.42/1.43^2 = 9.21. Apply to t=2.73s: d = 0.5*9.21*2.73^2 = 34.32.",true
c64ebe75,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
89 -> LXXXIX
2 -> II
98 -> XCVIII
Now, write the number 19 in the Wonderland numeral system.",XIX,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 19 greedily: 10->X, 9->IX, concatenating to XIX.",true
c65654a5,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11000000 -> 11111101
00001010 -> 10000111
01111000 -> 11011110
00110011 -> 10101011
00001100 -> 10101111
10000110 -> 11010101
01000110 -> 11010110

Now, determine the output for: 11011001",01010001,bit_manipulation,official_train,official_train,"",false
c65911c6,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
70 -> LXX
85 -> LXXXV
59 -> LIX
Now, write the number 2 in the Wonderland numeral system.",II,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 2 greedily: 1->I, 1->I, concatenating to II.",true
c65ab88f,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
87 -> LXXXVII
92 -> XCII
25 -> XXV
Now, write the number 51 in the Wonderland numeral system.",LI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 51 greedily: 50->L, 1->I, concatenating to LI.",true
c65adf3e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ejyrv qedrbvg dbv ielf fva -> alice watches the dark key
dmldjv yzeuycvg dbv gyjkvl swwf -> turtle imagines the silver book
hmvvc nwmci regdjv -> queen found castle
tlycrvgg yzeuycvg dbv gdlecuv nwlvgd -> princess imagines the strange forest
dmldjv ilvezg yc uelivc -> turtle dreams in garden
Now, decrypt the following text: zwmgv gdmiyvg dbv zagdvlywmg twdywc",mouse studies the mysterious potion,text_decryption,official_train,official_train,This is a letter-substitution cipher. Recover each ciphertext letter from the examples: 'z' decrypts to 'm' (seen in 'dmldjv yzeuycvg dbv gyjkvl swwf' -> 'turtle imagines the silver book'). 'w' decrypts to 'o' (seen in 'dmldjv yzeuycvg dbv gyjkvl swwf' -> 'turtle imagines the silver book'). 'm' decrypts to 'u' (seen in 'dmldjv yzeuycvg dbv gyjkvl swwf' -> 'turtle imagines the silver book'). 'g' decrypts to 's' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'v' decrypts to 'e' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'd' decrypts to 't' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'i' decrypts to 'd' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'y' decrypts to 'i' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'b' decrypts to 'h' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'a' decrypts to 'y' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 'l' decrypts to 'r' (seen in 'ejyrv qedrbvg dbv ielf fva' -> 'alice watches the dark key'). 't' decrypts to 'p' (seen in 'tlycrvgg yzeuycvg dbv gdlecuv nwlvgd' -> 'princess imagines the strange forest'). 'c' decrypts to 'n' (seen in 'dmldjv yzeuycvg dbv gyjkvl swwf' -> 'turtle imagines the silver book'). Decrypting 'zwmgv gdmiyvg dbv zagdvlywmg twdywc' letter by letter gives 'mouse studies the mysterious potion'.,true
